주문 번호,주문 일자,배송 일자,배송 방법,고객번호,고객명,고객 세그먼트,시군구,시도,국가,제품 코드,제품 대분류,제품 중분류,제품명,관리자,반품?,매출,수량,할인율,수익
IN-2021-55429,12/10/21,12/15/21,표준 배송,MC-17635,박도희,기업 고객,익산시,전라북도,대한민국,TEC-CO-10003819,사무기기,복사기,"Sharp Copy Machine, High-Speed",Edwin,,659307.6,3,0.1,-73256.4
ID-2021-19512,10/5/21,10/7/21,빠른 배송,BF-10975,조호성,기업 고객,부안군,전라북도,대한민국,OFF-PA-10002771,사무용품,종이,"Xerox Computer Printout Paper, Premium",Edwin,,107467.2,8,0.5,-6609.6
ID-2021-16915,10/21/21,10/25/21,표준 배송,BW-11065,전연이,소비자,예천군,경상북도,대한민국,OFF-SU-10003522,사무용품,일반 사무용품,"Elite Box Cutter, Serrated",Kai,,51232.662,3,0.47,-2929.338
IN-2021-52748,9/3/21,9/8/21,빠른 배송,BW-11200,지태영,소비자,평택시,경기도,대한민국,OFF-FA-10001702,사무용품,파스너,"Advantus Push Pins, 12 Pack",Simon,,14985.432,2,0.47,848.232
IN-2021-52748,9/3/21,9/8/21,빠른 배송,BW-11200,지태영,소비자,평택시,경기도,대한민국,OFF-BI-10004140,사무용품,바인더,"Cardinal Index Tab, Clear",Simon,,11378.304,2,0.17,3789.504
IN-2021-77892,4/3/21,4/9/21,표준 배송,HL-15040,류정태,소비자,중구,대구광역시,대한민국,OFF-AR-10003536,사무용품,필기구,"Stanley Pencil Sharpener, Water Color",Kai,,114076.8,4,0,23868
IN-2021-77892,4/3/21,4/9/21,표준 배송,HL-15040,류정태,소비자,중구,대구광역시,대한민국,TEC-PH-10001751,사무기기,전화기,"Samsung Smart Phone, Cordless",Kai,,1303560,2,0,469281.6
IN-2021-77892,4/3/21,4/9/21,표준 배송,HL-15040,류정태,소비자,중구,대구광역시,대한민국,OFF-PA-10003139,사무용품,종이,"SanDisk Parchment Paper, Recycled",Kai,,152571.6,9,0,56181.6
IN-2021-77892,4/3/21,4/9/21,표준 배송,HL-15040,류정태,소비자,중구,대구광역시,대한민국,TEC-PH-10001751,사무기기,전화기,"Samsung Smart Phone, Cordless",Kai,,3258900,5,0,1173204
IN-2021-60581,12/16/21,12/21/21,표준 배송,DB-13120,차수아,기업 고객,시흥시,경기도,대한민국,TEC-AC-10001022,사무기기,악세사리,"SanDisk Flash Drive, USB",Simon,,109471.5,3,0.1,12163.5
IN-2021-40498,2/17/21,2/19/21,특급 배송,LA-16780,류미애,기업 고객,시흥시,경기도,대한민국,OFF-FA-10003626,사무용품,파스너,"Advantus Rubber Bands, Assorted Sizes",Simon,,71604,5,0,29988
IN-2021-10055,10/7/21,10/11/21,표준 배송,TS-21370,류혜림,기업 고객,김포시,경기도,대한민국,OFF-AP-10003598,사무용품,가전,"Breville Refrigerator, Red",Simon,,2118866.4,4,0,593272.8
ID-2021-59237,9/14/21,9/18/21,빠른 배송,SC-20260,박하영,기업 고객,영동군,충청북도,대한민국,OFF-EN-10001491,사무용품,봉투,"Jiffy Interoffice Envelope, Set of 50",Luke,,118422,5,0.5,-71145
ID-2021-59237,9/14/21,9/18/21,빠른 배송,SC-20260,박하영,기업 고객,영동군,충청북도,대한민국,OFF-LA-10001444,사무용품,라벨,"Avery Round Labels, Alphabetical",Luke,,7099.2,2,0.5,-1040.4
ID-2021-59237,9/14/21,9/18/21,빠른 배송,SC-20260,박하영,기업 고객,영동군,충청북도,대한민국,TEC-AC-10000860,사무기기,악세사리,"Enermax Numeric Keypad, USB",Luke,,112485.6,4,0.5,-85557.6
ID-2021-59237,9/14/21,9/18/21,빠른 배송,SC-20260,박하영,기업 고객,영동군,충청북도,대한민국,FUR-CH-10004196,가구,의자,"Novimex Swivel Stool, Red",Luke,,402598.08,3,0.2,25116.48
ID-2021-59237,9/14/21,9/18/21,빠른 배송,SC-20260,박하영,기업 고객,영동군,충청북도,대한민국,OFF-LA-10002180,사무용품,라벨,"Hon Color Coded Labels, 5000 Label Set",Luke,,20196,3,0.5,-7344
ID-2021-59237,9/14/21,9/18/21,빠른 배송,SC-20260,박하영,기업 고객,영동군,충청북도,대한민국,OFF-BI-10002885,사무용품,바인더,"Avery Hole Reinforcements, Recycled",Luke,,4865.4,2,0.5,-336.6
IN-2021-72201,6/11/21,6/15/21,표준 배송,SC-20800,손슬현,소비자,아산시,충청남도,대한민국,OFF-PA-10003744,사무용품,종이,"Green Bar Parchment Paper, Multicolor",Luke,,166066.2,9,0,52876.8
IN-2021-51992,9/3/21,9/7/21,표준 배송,WB-21850,유미리,소비자,성주군,경상북도,대한민국,OFF-FA-10004664,사무용품,파스너,"Advantus Push Pins, Bulk Pack",Kai,,88311.6,6,0,33415.2
IN-2021-51992,9/3/21,9/7/21,표준 배송,WB-21850,유미리,소비자,성주군,경상북도,대한민국,FUR-CH-10000994,가구,의자,"Harbour Creations Rocking Chair, Black",Kai,,590212.8,4,0,100245.6
IN-2021-51992,9/3/21,9/7/21,표준 배송,WB-21850,유미리,소비자,성주군,경상북도,대한민국,OFF-ST-10000542,사무용품,수납용품,"Fellowes Folders, Industrial",Kai,,82252.8,3,0,12301.2
IN-2021-49563,8/31/21,9/2/21,빠른 배송,CA-12265,문규리,소비자,김천시,경상북도,대한민국,FUR-FU-10004820,가구,가구류,"Advantus Photo Frame, Erganomic",Kai,,105264,2,0,45226.8
IN-2021-49563,8/31/21,9/2/21,빠른 배송,CA-12265,문규리,소비자,김천시,경상북도,대한민국,OFF-AR-10002665,사무용품,필기구,"Binney & Smith Markers, Easy-Erase",Kai,,149083.2,6,0,8812.8
IN-2021-49563,8/31/21,9/2/21,빠른 배송,CA-12265,문규리,소비자,김천시,경상북도,대한민국,OFF-PA-10003511,사무용품,종이,"Green Bar Memo Slips, 8.5 x 11",Kai,,64535.4,3,0,32221.8
IN-2021-52279,11/26/21,11/26/21,당일 배송,HL-15040,류정태,소비자,중구,대구광역시,대한민국,TEC-CO-10002040,사무기기,복사기,"Brother Fax Machine, Digital",Kai,,1363083.12,7,0.4,45324.72
IN-2021-40232,10/15/21,10/17/21,빠른 배송,CD-11980,김충성,소비자,통영시,경상남도,대한민국,OFF-EN-10004649,사무용품,봉투,"Cameo Mailers, with clear poly window",Kai,,127602,3,0,42044.4
IN-2021-15788,12/7/21,12/13/21,표준 배송,SC-20695,현은영,기업 고객,상주시,경상북도,대한민국,OFF-AP-10003568,사무용품,가전,"Hoover Stove, Black",Kai,,1923136.56,4,0.17,671841.36
ID-2021-55142,12/27/21,1/2/22,표준 배송,HM-14860,이윤승,기업 고객,성남시,경기도,대한민국,OFF-AR-10003046,사무용품,필기구,"Sanford Sketch Pad, Fluorescent",Simon,Yes,128721.96,3,0.1,28568.16
IN-2021-46728,5/19/21,5/21/21,빠른 배송,KB-16600,안보규,기업 고객,성북구,서울특별시,대한민국,TEC-CO-10003777,사무기기,복사기,"Hewlett Copy Machine, Color",Simon,,801322.2,3,0,160191
IN-2021-70780,10/4/21,10/4/21,당일 배송,JK-15205,노승만,소비자,서천군,충청남도,대한민국,TEC-PH-10004959,사무기기,전화기,"Motorola Audio Dock, with Caller ID",Luke,,795768.3,5,0.1,327129.3
ID-2021-74091,4/26/21,5/2/21,표준 배송,IG-15085,임명섭,소비자,부천시,경기도,대한민국,TEC-AC-10001987,사무기기,악세사리,"Memorex Numeric Keypad, Bluetooth",Simon,,101922.48,4,0.45,-31615.92
ID-2021-74091,4/26/21,5/2/21,표준 배송,IG-15085,임명섭,소비자,부천시,경기도,대한민국,TEC-AC-10002914,사무기기,악세사리,"Memorex Router, Programmable",Simon,,416895.93,3,0.45,-106180.47
ID-2021-74091,4/26/21,5/2/21,표준 배송,IG-15085,임명섭,소비자,부천시,경기도,대한민국,OFF-ST-10000078,사무용품,수납용품,"Eldon Trays, Single Width",Simon,,26928,1,0.45,-18604.8
ID-2021-45062,4/6/21,4/11/21,표준 배송,PG-18895,전성수,소비자,청양군,충청남도,대한민국,OFF-LA-10004234,사무용품,라벨,"Smead File Folder Labels, 5000 Label Set",Luke,,15034.086,3,0.47,-11955.114
ID-2021-62142,5/10/21,5/14/21,표준 배송,JL-15175,박선희,홈 오피스,안양시,경기도,대한민국,FUR-CH-10002872,가구,의자,"SAFCO Executive Leather Armchair, Adjustable",Simon,,1036304.496,3,0.27,-283963.104
ID-2021-62142,5/10/21,5/14/21,표준 배송,JL-15175,박선희,홈 오피스,안양시,경기도,대한민국,FUR-CH-10003354,가구,의자,"Novimex Bag Chairs, Black",Simon,,162062.19,5,0.27,-57798.81
ID-2021-62142,5/10/21,5/14/21,표준 배송,JL-15175,박선희,홈 오피스,안양시,경기도,대한민국,FUR-FU-10004283,가구,가구류,"Tenex Door Stop, Duo Pack",Simon,,130900.68,4,0.27,-19773.72
IN-2021-30159,12/25/21,12/27/21,특급 배송,PG-18820,반미애,소비자,공주시,충청남도,대한민국,TEC-CO-10001703,사무기기,복사기,"Brother Fax and Copier, High-Speed",Luke,,522406.26,3,0.1,133449.66
IN-2021-30159,12/25/21,12/27/21,특급 배송,PG-18820,반미애,소비자,공주시,충청남도,대한민국,OFF-ST-10003606,사무용품,수납용품,"Smead Box, Single Width",Luke,,19828.8,2,0.1,3304.8
IN-2021-30159,12/25/21,12/27/21,특급 배송,PG-18820,반미애,소비자,공주시,충청남도,대한민국,OFF-SU-10001731,사무용품,일반 사무용품,"Acme Letter Opener, Serrated",Luke,,24703.38,1,0.1,7659.18
IN-2021-30159,12/25/21,12/27/21,특급 배송,PG-18820,반미애,소비자,공주시,충청남도,대한민국,OFF-SU-10002027,사무용품,일반 사무용품,"Stiletto Letter Opener, High Speed",Luke,,102008.16,4,0.1,22570.56
IN-2021-75540,6/3/21,6/8/21,표준 배송,AT-10435,전성기,홈 오피스,전주시,전라북도,대한민국,OFF-BI-10003012,사무용품,바인더,"Wilson Jones Hole Reinforcements, Economy",Edwin,,7670.196,2,0.17,2345.796
IN-2021-75540,6/3/21,6/8/21,표준 배송,AT-10435,전성기,홈 오피스,전주시,전라북도,대한민국,OFF-ST-10000016,사무용품,수납용품,"Eldon Folders, Blue",Edwin,,28750.536,2,0.17,4821.336
IN-2021-75540,6/3/21,6/8/21,표준 배송,AT-10435,전성기,홈 오피스,전주시,전라북도,대한민국,OFF-SU-10000997,사무용품,일반 사무용품,"Fiskars Shears, Easy Grip",Edwin,,186409.692,7,0.47,-91621.908
IN-2021-75540,6/3/21,6/8/21,표준 배송,AT-10435,전성기,홈 오피스,전주시,전라북도,대한민국,OFF-SU-10004236,사무용품,일반 사무용품,"Stiletto Letter Opener, Steel",Edwin,,27116.496,2,0.47,-7216.704
IN-2021-18959,11/3/21,11/8/21,표준 배송,CA-12775,장민준,소비자,동구,광주광역시,대한민국,OFF-LA-10002674,사무용품,라벨,"Harbour Creations Color Coded Labels, 5000 Label Set",Edwin,,67779,5,0,3978
IN-2021-18959,11/3/21,11/8/21,표준 배송,CA-12775,장민준,소비자,동구,광주광역시,대한민국,TEC-AC-10000398,사무기기,악세사리,"SanDisk Memory Card, Programmable",Edwin,,232376.4,2,0,0
IN-2021-18959,11/3/21,11/8/21,표준 배송,CA-12775,장민준,소비자,동구,광주광역시,대한민국,TEC-CO-10000972,사무기기,복사기,"Sharp Fax and Copier, Digital",Edwin,,514814.4,3,0,236752.2
IN-2021-18959,11/3/21,11/8/21,표준 배송,CA-12775,장민준,소비자,동구,광주광역시,대한민국,FUR-FU-10003605,가구,가구류,"Eldon Light Bulb, Durable",Edwin,,22674.6,1,0,10189.8
IN-2021-46490,5/10/21,5/15/21,표준 배송,TT-21265,조경화,기업 고객,고양시,경기도,대한민국,OFF-SU-10001762,사무용품,일반 사무용품,"Stiletto Shears, Easy Grip",Simon,,136901.34,3,0.1,33442.74
IN-2021-76898,12/10/21,12/12/21,빠른 배송,TS-21085,오영민,소비자,수영구,부산광역시,대한민국,OFF-BI-10004666,사무용품,바인더,"Wilson Jones Binding Machine, Durable",Kai,,138966.84,3,0.1,53960.04
IN-2021-76898,12/10/21,12/12/21,빠른 배송,TS-21085,오영민,소비자,수영구,부산광역시,대한민국,TEC-PH-10003572,사무기기,전화기,"Apple Office Telephone, VoIP",Kai,,240038.64,4,0.1,82632.24
IN-2021-76898,12/10/21,12/12/21,빠른 배송,TS-21085,오영민,소비자,수영구,부산광역시,대한민국,OFF-SU-10003559,사무용품,일반 사무용품,"Kleencut Ruler, Steel",Kai,,47589.12,4,0.1,5728.32
ID-2021-56493,2/1/21,2/3/21,빠른 배송,SP-20650,김지혜,기업 고객,안양시,경기도,대한민국,OFF-ST-10002161,사무용품,수납용품,"Tenex Trays, Single Width",Simon,,165974.4,3,0,69676.2
IN-2021-37880,8/19/21,8/24/21,표준 배송,RB-19360,주재규,소비자,화순군,전라남도,대한민국,TEC-AC-10003034,사무기기,악세사리,"Belkin Keyboard, Erganomic",Edwin,,353292.912,8,0.47,6656.112
IN-2021-69429,7/17/21,7/21/21,표준 배송,CC-12610,남별빛,기업 고객,서귀포시,제주특별자치도,대한민국,TEC-PH-10004682,사무기기,전화기,"Cisco Headset, VoIP",Edwin,,270901.8,3,0,59578.2
IN-2021-69429,7/17/21,7/21/21,표준 배송,CC-12610,남별빛,기업 고객,서귀포시,제주특별자치도,대한민국,OFF-BI-10003142,사무용품,바인더,"Acco Binder Covers, Clear",Edwin,,52142.4,4,0,0
IN-2021-69429,7/17/21,7/21/21,표준 배송,CC-12610,남별빛,기업 고객,서귀포시,제주특별자치도,대한민국,FUR-BO-10000208,가구,책장,"Bush Stackable Bookrack, Mobile",Edwin,,1763722.8,14,0,493516.8
IN-2021-69429,7/17/21,7/21/21,표준 배송,CC-12610,남별빛,기업 고객,서귀포시,제주특별자치도,대한민국,FUR-BO-10000175,가구,책장,"Ikea Stackable Bookrack, Metal",Edwin,,248961.6,2,0,69706.8
IN-2021-38349,1/13/21,1/17/21,표준 배송,CS-11845,현다영,기업 고객,용산구,서울특별시,대한민국,OFF-LA-10002765,사무용품,라벨,"Harbour Creations Legal Exhibit Labels, Adjustable",Simon,,16248.6,2,0.1,336.6
IN-2021-23138,11/29/21,12/4/21,빠른 배송,KN-16705,송지원,홈 오피스,담양군,전라남도,대한민국,FUR-CH-10002091,가구,의자,"Harbour Creations Swivel Stool, Set of Two",Edwin,,334831.32,2,0.1,89235.72
IN-2021-23138,11/29/21,12/4/21,빠른 배송,KN-16705,송지원,홈 오피스,담양군,전라남도,대한민국,OFF-ST-10002714,사무용품,수납용품,"Eldon Box, Industrial",Edwin,,19718.64,2,0.1,6744.24
IN-2021-23138,11/29/21,12/4/21,빠른 배송,KN-16705,송지원,홈 오피스,담양군,전라남도,대한민국,FUR-BO-10002423,가구,책장,"Safco Floating Shelf Set, Mobile",Edwin,,182920.68,1,0.1,38611.08
ID-2021-55849,9/1/21,9/5/21,표준 배송,BG-11740,서규헌,소비자,광명시,경기도,대한민국,FUR-TA-10000207,가구,탁자,"Chromcraft Round Table, Fully Assembled",Simon,,382353.12,4,0.8,-1242751.68
IN-2021-75806,9/16/21,9/21/21,표준 배송,AC-10450,민문희,소비자,대덕구,대전광역시,대한민국,OFF-ST-10001124,사무용품,수납용품,"Fellowes Trays, Wire Frame",Luke,,259151.4,5,0.1,8537.4
ID-2021-16453,1/14/21,1/21/21,표준 배송,MY-18295,나수호,기업 고객,구리시,경기도,대한민국,FUR-FU-10000944,가구,가구류,"Tenex Door Stop, Black",Simon,,100727.55,3,0.25,-24212.25
ID-2021-16453,1/14/21,1/21/21,표준 배송,MY-18295,나수호,기업 고객,구리시,경기도,대한민국,OFF-ST-10004015,사무용품,수납용품,"Smead Trays, Blue",Simon,,81591.84,3,0.45,5856.84
ID-2021-27275,10/12/21,10/12/21,당일 배송,HW-14935,원종호,기업 고객,강동구,서울특별시,대한민국,OFF-FA-10000581,사무용품,파스너,"Stockwell Thumb Tacks, Metal",Simon,,22137.57,3,0.47,-5861.43
ID-2021-43788,10/14/21,10/18/21,표준 배송,SC-20380,오규식,소비자,달성군,대구광역시,대한민국,OFF-ST-10003020,사무용품,수납용품,"Tenex Lockers, Industrial",Kai,,331868.934,3,0.47,-137779.866
IN-2021-10363,7/26/21,7/28/21,특급 배송,AR-10510,유천희,소비자,관악구,서울특별시,대한민국,OFF-LA-10002465,사무용품,라벨,"Hon Shipping Labels, 5000 Label Set",Simon,,49780.08,5,0.17,1738.08
IN-2021-63577,6/16/21,6/18/21,특급 배송,GH-14665,노수정,소비자,인제군,강원도,대한민국,FUR-CH-10001664,가구,의자,"Novimex Swivel Stool, Black",Marco,,1322164.8,8,0,290822.4
IN-2021-63577,6/16/21,6/18/21,특급 배송,GH-14665,노수정,소비자,인제군,강원도,대한민국,OFF-AR-10002389,사무용품,필기구,"Binney & Smith Pens, Fluorescent",Marco,,26928,2,0,4528.8
IN-2021-53217,6/17/21,6/22/21,빠른 배송,JG-15160,민보람,소비자,영암군,전라남도,대한민국,OFF-SU-10003651,사무용품,일반 사무용품,"Elite Ruler, Serrated",Edwin,,53550,5,0,5814
IN-2021-53217,6/17/21,6/22/21,빠른 배송,JG-15160,민보람,소비자,영암군,전라남도,대한민국,OFF-FA-10003782,사무용품,파스너,"Advantus Paper Clips, Bulk Pack",Edwin,,43054.2,3,0,7711.2
IN-2021-69254,4/20/21,4/23/21,빠른 배송,JL-15835,최민종,소비자,경주시,경상북도,대한민국,OFF-AR-10000762,사무용품,필기구,"BIC Pens, Water Color",Kai,,96169.68,6,0.1,15936.48
IN-2021-67028,3/9/21,3/13/21,표준 배송,DK-13150,권지선,기업 고객,포천시,경기도,대한민국,TEC-PH-10003713,사무기기,전화기,"Nokia Smart Phone, Cordless",Simon,,973309.5,2,0.25,38907.9
IN-2021-67028,3/9/21,3/13/21,표준 배송,DK-13150,권지선,기업 고객,포천시,경기도,대한민국,TEC-PH-10000365,사무기기,전화기,"Cisco Office Telephone, with Caller ID",Simon,,553967.1,9,0.25,-7573.5
IN-2021-16236,5/17/21,5/21/21,표준 배송,NC-18340,김정아,소비자,관악구,서울특별시,대한민국,OFF-ST-10003020,사무용품,수납용품,"Tenex Lockers, Industrial",Simon,,417445.2,2,0,104346
IN-2021-32371,11/23/21,11/23/21,당일 배송,JW-15955,신초롱,소비자,서구,대전광역시,대한민국,OFF-LA-10004745,사무용품,라벨,"Harbour Creations Shipping Labels, Adjustable",Luke,,9547.2,1,0,4651.2
IN-2021-32371,11/23/21,11/23/21,당일 배송,JW-15955,신초롱,소비자,서구,대전광역시,대한민국,FUR-BO-10003945,가구,책장,"Sauder 3-Shelf Cabinet, Metal",Luke,,338925.6,2,0,152510.4
IN-2021-47701,11/2/21,11/2/21,당일 배송,MV-17485,주병욱,소비자,송파구,서울특별시,대한민국,OFF-EN-10000657,사무용품,봉투,"Jiffy Peel and Seal, with clear poly window",Simon,,48042,2,0,15850.8
IN-2021-47701,11/2/21,11/2/21,당일 배송,MV-17485,주병욱,소비자,송파구,서울특별시,대한민국,OFF-SU-10003803,사무용품,일반 사무용품,"Acme Trimmer, Steel",Simon,,134578.8,3,0,10740.6
IN-2021-47701,11/2/21,11/2/21,당일 배송,MV-17485,주병욱,소비자,송파구,서울특별시,대한민국,TEC-AC-10002914,사무기기,악세사리,"Memorex Router, Programmable",Simon,,757992.6,3,0,234916.2
ID-2021-16551,9/7/21,9/12/21,빠른 배송,FC-14245,유옥자,홈 오피스,옥천군,충청북도,대한민국,TEC-CO-10000427,사무기기,복사기,"HP Fax Machine, Color",Luke,,614815.2,4,0.5,-233661.6
ID-2021-16551,9/7/21,9/12/21,빠른 배송,FC-14245,유옥자,홈 오피스,옥천군,충청북도,대한민국,OFF-ST-10004668,사무용품,수납용품,"Smead Trays, Industrial",Luke,,49939.2,2,0.5,-33966
ID-2021-16551,9/7/21,9/12/21,빠른 배송,FC-14245,유옥자,홈 오피스,옥천군,충청북도,대한민국,FUR-FU-10000306,가구,가구류,"Rubbermaid Clock, Duo Pack",Luke,,163918.08,4,0.2,-28739.52
IN-2021-14017,6/8/21,6/13/21,빠른 배송,TB-21355,전안영,기업 고객,익산시,전라북도,대한민국,FUR-FU-10004064,가구,가구류,"Rubbermaid Door Stop, Erganomic",Edwin,Yes,194707.8,5,0.1,79957.8
IN-2021-14017,6/8/21,6/13/21,빠른 배송,TB-21355,전안영,기업 고객,익산시,전라북도,대한민국,TEC-PH-10004281,사무기기,전화기,"Samsung Audio Dock, Cordless",Edwin,Yes,1090363.68,7,0.1,399782.88
IN-2021-14017,6/8/21,6/13/21,빠른 배송,TB-21355,전안영,기업 고객,익산시,전라북도,대한민국,TEC-AC-10000639,사무기기,악세사리,"Belkin Router, Bluetooth",Edwin,Yes,237532.5,1,0.1,50138.1
IN-2021-14017,6/8/21,6/13/21,빠른 배송,TB-21355,전안영,기업 고객,익산시,전라북도,대한민국,OFF-BI-10001067,사무용품,바인더,"Avery Binder, Recycled",Edwin,Yes,12172.68,1,0.1,1738.08
IN-2021-13667,3/25/21,3/27/21,빠른 배송,LW-16825,이동탁,기업 고객,연수구,인천광역시,대한민국,OFF-SU-10003527,사무용품,일반 사무용품,"Elite Ruler, Easy Grip",Simon,,31456.8,2,0,7527.6
IN-2021-13667,3/25/21,3/27/21,빠른 배송,LW-16825,이동탁,기업 고객,연수구,인천광역시,대한민국,OFF-LA-10000732,사무용품,라벨,"Novimex Round Labels, 5000 Label Set",Simon,,33966,5,0,10404
IN-2021-13667,3/25/21,3/27/21,빠른 배송,LW-16825,이동탁,기업 고객,연수구,인천광역시,대한민국,OFF-ST-10004346,사무용품,수납용품,"Tenex Shelving, Single Width",Simon,,111567.6,2,0,14443.2
IN-2021-28920,8/18/21,8/20/21,특급 배송,RS-19420,최주재,기업 고객,춘천시,강원도,대한민국,OFF-PA-10001370,사무용품,종이,"SanDisk Parchment Paper, 8.5 x 11",Marco,,85068,4,0,8445.6
IN-2021-34478,8/9/21,8/9/21,당일 배송,BF-10975,조호성,기업 고객,부안군,전라북도,대한민국,FUR-FU-10000889,가구,가구류,"Rubbermaid Clock, Black",Edwin,,153489.6,3,0,52142.4
IN-2021-34478,8/9/21,8/9/21,당일 배송,BF-10975,조호성,기업 고객,부안군,전라북도,대한민국,TEC-CO-10000679,사무기기,복사기,"Hewlett Personal Copier, High-Speed",Edwin,,290638.8,2,0,2876.4
IN-2021-34478,8/9/21,8/9/21,당일 배송,BF-10975,조호성,기업 고객,부안군,전라북도,대한민국,OFF-EN-10004418,사무용품,봉투,"GlobeWeis Clasp Envelope, Recycled",Edwin,,62118,7,0,8568
IN-2021-34478,8/9/21,8/9/21,당일 배송,BF-10975,조호성,기업 고객,부안군,전라북도,대한민국,TEC-CO-10003759,사무기기,복사기,"Canon Fax Machine, Laser",Edwin,,1299031.2,4,0,584460
IN-2021-34478,8/9/21,8/9/21,당일 배송,BF-10975,조호성,기업 고객,부안군,전라북도,대한민국,OFF-BI-10000439,사무용품,바인더,"Acco Hole Reinforcements, Economy",Edwin,,13586.4,2,0,5018.4
IN-2021-53322,12/27/21,1/1/22,표준 배송,AR-10345,서정진,기업 고객,용인시,경기도,대한민국,FUR-CH-10001895,가구,의자,"Hon Chairmat, Adjustable",Simon,,159787.08,3,0.1,71016.48
IN-2021-53322,12/27/21,1/1/22,표준 배송,AR-10345,서정진,기업 고객,용인시,경기도,대한민국,TEC-PH-10002299,사무기기,전화기,"Nokia Headset, VoIP",Simon,,201592.8,3,0.1,13402.8
ID-2021-12596,1/3/21,1/8/21,표준 배송,CM-12235,정단비,소비자,서초구,서울특별시,대한민국,OFF-ST-10002066,사무용품,수납용품,"Smead File Cart, Blue",Simon,,137820.564,2,0.47,-46819.836
IN-2021-43298,11/4/21,11/6/21,빠른 배송,MV-17485,주병욱,소비자,송파구,서울특별시,대한민국,FUR-CH-10004584,가구,의자,"Office Star Steel Folding Chair, Set of Two",Simon,,383356.8,5,0.2,110098.8
IN-2021-43298,11/4/21,11/6/21,빠른 배송,MV-17485,주병욱,소비자,송파구,서울특별시,대한민국,OFF-LA-10000436,사무용품,라벨,"Novimex File Folder Labels, 5000 Label Set",Simon,,17625.6,4,0.5,-14198.4
IN-2021-33393,11/26/21,11/26/21,당일 배송,TA-21385,박연,홈 오피스,동구,대전광역시,대한민국,FUR-CH-10000117,가구,의자,"Novimex Steel Folding Chair, Black",Luke,,146512.8,2,0.1,12974.4
ID-2021-43858,11/15/21,11/19/21,표준 배송,BD-11770,류설주,소비자,예산군,충청남도,대한민국,TEC-PH-10001921,사무기기,전화기,"Nokia Signal Booster, with Caller ID",Luke,,346682.7,3,0.17,-25107.3
ID-2021-43858,11/15/21,11/19/21,표준 배송,BD-11770,류설주,소비자,예산군,충청남도,대한민국,FUR-CH-10002224,가구,의자,"Hon Rocking Chair, Set of Two",Luke,,197870.004,2,0.27,-62352.396
ID-2021-43858,11/15/21,11/19/21,표준 배송,BD-11770,류설주,소비자,예산군,충청남도,대한민국,OFF-SU-10001869,사무용품,일반 사무용품,"Stiletto Scissors, Steel",Luke,,58440.798,3,0.17,-10592.802
IN-2021-29963,1/6/21,1/10/21,표준 배송,BH-11710,하태오,소비자,금산군,충청남도,대한민국,OFF-ST-10000344,사무용품,수납용품,"Fellowes Box, Industrial",Luke,,51202.368,3,0.17,6128.568
IN-2021-29963,1/6/21,1/10/21,표준 배송,BH-11710,하태오,소비자,금산군,충청남도,대한민국,OFF-FA-10000549,사무용품,파스너,"Advantus Staples, Metal",Luke,,41550.516,7,0.47,-27636.084
IN-2021-60917,2/11/21,2/15/21,표준 배송,SP-20860,손소유,기업 고객,철원군,강원도,대한민국,OFF-BI-10001659,사무용품,바인더,"Cardinal Index Tab, Clear",Marco,,22215.6,3,0,3947.4
ID-2021-57326,9/2/21,9/5/21,특급 배송,BO-11425,노현재,소비자,성북구,서울특별시,대한민국,OFF-SU-10001308,사무용품,일반 사무용품,"Fiskars Trimmer, Serrated",Simon,,65637,3,0.45,-33415.2
IN-2021-16985,10/4/21,10/9/21,표준 배송,FP-14320,임순철,소비자,함양군,경상남도,대한민국,OFF-BI-10001067,사무용품,바인더,"Avery Binder, Recycled",Kai,,48690.72,4,0.1,6952.32
IN-2021-16985,10/4/21,10/9/21,표준 배송,FP-14320,임순철,소비자,함양군,경상남도,대한민국,TEC-PH-10003772,사무기기,전화기,"Cisco Headset, Cordless",Kai,,83804.22,1,0.1,13026.42
IN-2021-16985,10/4/21,10/9/21,표준 배송,FP-14320,임순철,소비자,함양군,경상남도,대한민국,FUR-BO-10001471,가구,책장,"Sauder Classic Bookcase, Metal",Kai,,1598972.4,4,0.1,675097.2
IN-2021-76107,1/6/21,1/10/21,표준 배송,KM-16660,원지혜,소비자,시흥시,경기도,대한민국,OFF-EN-10002166,사무용품,봉투,"Cameo Manila Envelope, with clear poly window",Simon,,31150.8,1,0,13372.2
IN-2021-40512,2/7/21,2/14/21,표준 배송,LT-17110,노홍익,소비자,제주시,제주특별자치도,대한민국,TEC-PH-10002443,사무기기,전화기,"Cisco Signal Booster, with Caller ID",Edwin,,257078.556,2,0.17,6158.556
IN-2021-42570,3/31/21,4/3/21,특급 배송,MH-17785,최춘화,기업 고객,동구,대전광역시,대한민국,OFF-EN-10004590,사무용품,봉투,"Ames Peel and Seal, with clear poly window",Luke,,45349.2,2,0,11750.4
IN-2021-46805,9/20/21,9/23/21,특급 배송,TC-21535,구대호,홈 오피스,양천구,서울특별시,대한민국,OFF-PA-10003350,사무용품,종이,"Eaton Message Books, 8.5 x 11",Simon,,22692.96,1,0.1,7056.36
IN-2021-46805,9/20/21,9/23/21,특급 배송,TC-21535,구대호,홈 오피스,양천구,서울특별시,대한민국,OFF-AR-10004485,사무용품,필기구,"Sanford Pens, Water Color",Simon,,13109.04,1,0.1,5826.24
